date,product,product encoded,market,size,price
43985.00,"Egg, Russian",0,Saruul,each,
43985.00,"Egg, Russian",0,Tavan Erdene,each,370
43985.00,Goat Meat w/Bones,0,Bars,kg,
43985.00,Goat Meat w/Bones,0,Bayanzurkh,kg,
43985.00,Goat Meat w/Bones,0,Bumbugur,kg,
43985.00,Goat Meat w/Bones,0,Emart,kg,
43985.00,Goat Meat w/Bones,0,Kharkhorin,kg,8800
43985.00,Goat Meat w/Bones,0,Khuchit Shonkhor,kg,8500
43985.00,Goat Meat w/Bones,0,Max/M Mart,kg,
43985.00,Goat Meat w/Bones,0,Mercury/Ikh Nayad,kg,
43985.00,Goat Meat w/Bones,0,Nomin,kg,
43985.00,Goat Meat w/Bones,0,Orgil,kg,
43985.00,Goat Meat w/Bones,0,Sansar,kg,
43985.00,Goat Meat w/Bones,0,Saruul,kg,
43985.00,Goat Meat w/Bones,0,Tavan Erdene,kg,
43985.00,"Gree Tea, Georgia",0,Bars,kg,1500
43985.00,"Gree Tea, Georgia",0,Bayanzurkh,kg,1500
43985.00,"Gree Tea, Georgia",0,Bumbugur,kg,1600
43985.00,"Gree Tea, Georgia",0,Emart,kg,1480
43985.00,"Gree Tea, Georgia",0,Kharkhorin,kg,1500
43985.00,"Gree Tea, Georgia",0,Khuchit Shonkhor,kg,1500
43985.00,"Gree Tea, Georgia",0,Max/M Mart,kg,1550
43985.00,"Gree Tea, Georgia",0,Mercury/Ikh Nayad,kg,
43985.00,"Gree Tea, Georgia",0,Nomin,kg,1599
43985.00,"Gree Tea, Georgia",0,Orgil,kg,1530
43985.00,"Gree Tea, Georgia",0,Sansar,kg,1550
43985.00,"Gree Tea, Georgia",0,Saruul,kg,
43985.00,"Gree Tea, Georgia",0,Tavan Erdene,kg,1500
43985.00,Horse Meat w/Bones,0,Bars,kg,
43985.00,Horse Meat w/Bones,0,Bayanzurkh,kg,10500
43985.00,Horse Meat w/Bones,0,Bumbugur,kg,11000
43985.00,Horse Meat w/Bones,0,Emart,kg,
43985.00,Horse Meat w/Bones,0,Kharkhorin,kg,8500
43985.00,Horse Meat w/Bones,0,Khuchit Shonkhor,kg,9000
43985.00,Horse Meat w/Bones,0,Max/M Mart,kg,
43985.00,Horse Meat w/Bones,0,Mercury/Ikh Nayad,kg,
43985.00,Horse Meat w/Bones,0,Nomin,kg,
43985.00,Horse Meat w/Bones,0,Orgil,kg,
43985.00,Horse Meat w/Bones,0,Sansar,kg,
43985.00,Horse Meat w/Bones,0,Saruul,kg,
43985.00,Horse Meat w/Bones,0,Tavan Erdene,kg,
43985.00,"Milk, Bulk",0,Bars,liter,
43985.00,"Milk, Bulk",0,Bayanzurkh,liter,
43985.00,"Milk, Bulk",0,Bumbugur,liter,
43985.00,"Milk, Bulk",0,Emart,liter,
43985.00,"Milk, Bulk",0,Kharkhorin,liter,1800
43985.00,"Milk, Bulk",0,Khuchit Shonkhor,liter,
43985.00,"Milk, Bulk",0,Max/M Mart,liter,
43985.00,"Milk, Bulk",0,Mercury/Ikh Nayad,liter,
43985.00,"Milk, Bulk",0,Nomin,liter,
43985.00,"Milk, Bulk",0,Orgil,liter,
43985.00,"Milk, Bulk",0,Sansar,liter,
43985.00,"Milk, Bulk",0,Saruul,liter,
43985.00,"Milk, Bulk",0,Tavan Erdene,liter,1800
43985.00,Mutton Boneless,0,Bars,kg,
43985.00,Mutton Boneless,0,Bayanzurkh,kg,10800
43985.00,Mutton Boneless,0,Bumbugur,kg,12000
43985.00,Mutton Boneless,0,Emart,kg,
43985.00,Mutton Boneless,0,Kharkhorin,kg,9300
43985.00,Mutton Boneless,0,Khuchit Shonkhor,kg,11000
43985.00,Mutton Boneless,0,Max/M Mart,kg,
43985.00,Mutton Boneless,0,Mercury/Ikh Nayad,kg,
43985.00,Mutton Boneless,0,Nomin,kg,
43985.00,Mutton Boneless,0,Orgil,kg,
43985.00,Mutton Boneless,0,Sansar,kg,
43985.00,Mutton Boneless,0,Saruul,kg,
43985.00,Mutton Boneless,0,Tavan Erdene,kg,
43985.00,Mutton w/Bones,0,Bars,kg,12000
43985.00,Mutton w/Bones,0,Bayanzurkh,kg,9500
43985.00,Mutton w/Bones,0,Bumbugur,kg,10500
43985.00,Mutton w/Bones,0,Emart,kg,10600
43985.00,Mutton w/Bones,0,Kharkhorin,kg,8500
43985.00,Mutton w/Bones,0,Khuchit Shonkhor,kg,9500
43985.00,Mutton w/Bones,0,Max/M Mart,kg,8500
43985.00,Mutton w/Bones,0,Mercury/Ikh Nayad,kg,13500
43985.00,Mutton w/Bones,0,Nomin,kg,9699
43985.00,Mutton w/Bones,0,Orgil,kg,
43985.00,Mutton w/Bones,0,Sansar,kg,
43985.00,Mutton w/Bones,0,Saruul,kg,
43985.00,Mutton w/Bones,0,Tavan Erdene,kg,11000
43985.00,"Onion, China",0,Bars,kg,1800
43985.00,"Onion, China",0,Bayanzurkh,kg,1600
43985.00,"Onion, China",0,Bumbugur,kg,1600
43985.00,"Onion, China",0,Emart,kg,
43985.00,"Onion, China",0,Kharkhorin,kg,1600
43985.00,"Onion, China",0,Khuchit Shonkhor,kg,1600
43985.00,"Onion, China",0,Max/M Mart,kg,1600
43985.00,"Onion, China",0,Mercury/Ikh Nayad,kg,1700
43985.00,"Onion, China",0,Nomin,kg,
43985.00,"Onion, China",0,Orgil,kg,
43985.00,"Onion, China",0,Sansar,kg,1800
43985.00,"Onion, China",0,Saruul,kg,
43985.00,"Onion, China",0,Tavan Erdene,kg,1600
43985.00,"Potato, Mongolian",0,Bars,kg,1000
43985.00,"Potato, Mongolian",0,Bayanzurkh,kg,1000
43985.00,"Potato, Mongolian",0,Bumbugur,kg,1000
43985.00,"Potato, Mongolian",0,Emart,kg,890
43985.00,"Potato, Mongolian",0,Kharkhorin,kg,800
43985.00,"Potato, Mongolian",0,Khuchit Shonkhor,kg,900
43985.00,"Potato, Mongolian",0,Max/M Mart,kg,1200
43985.00,"Potato, Mongolian",0,Mercury/Ikh Nayad,kg,1000
43985.00,"Potato, Mongolian",0,Nomin,kg,889
43985.00,"Potato, Mongolian",0,Orgil,kg,900
43985.00,"Potato, Mongolian",0,Sansar,kg,1100
43985.00,"Potato, Mongolian",0,Saruul,kg,
43985.00,"Potato, Mongolian",0,Tavan Erdene,kg,1300
43985.00,"Reserve meat, beef w/bones",0,Bars,kg,
43985.00,"Reserve meat, beef w/bones",0,Bayanzurkh,kg,
43985.00,"Reserve meat, beef w/bones",0,Bumbugur,kg,
43985.00,"Reserve meat, beef w/bones",0,Emart,kg,7700
43985.00,"Reserve meat, beef w/bones",0,Kharkhorin,kg,
43985.00,"Reserve meat, beef w/bones",0,Khuchit Shonkhor,kg,
43985.00,"Reserve meat, beef w/bones",0,Max/M Mart,kg,
43985.00,"Reserve meat, beef w/bones",0,Mercury/Ikh Nayad,kg,
43985.00,"Reserve meat, beef w/bones",0,Nomin,kg,7700
43985.00,"Reserve meat, beef w/bones",0,Orgil,kg,7700
43985.00,"Reserve meat, beef w/bones",0,Sansar,kg,7700
43985.00,"Reserve meat, beef w/bones",0,Saruul,kg,
43985.00,"Reserve meat, beef w/bones",0,Tavan Erdene,kg,
43985.00,"Reserve meat, goat w/bones",0,Bars,kg,
43985.00,"Reserve meat, goat w/bones",0,Bayanzurkh,kg,
43985.00,"Reserve meat, goat w/bones",0,Bumbugur,kg,
43985.00,"Reserve meat, goat w/bones",0,Emart,kg,6200
43985.00,"Reserve meat, goat w/bones",0,Kharkhorin,kg,
43985.00,"Reserve meat, goat w/bones",0,Khuchit Shonkhor,kg,
43985.00,"Reserve meat, goat w/bones",0,Max/M Mart,kg,
43985.00,"Reserve meat, goat w/bones",0,Mercury/Ikh Nayad,kg,
43985.00,"Reserve meat, goat w/bones",0,Nomin,kg,6200
43985.00,"Reserve meat, goat w/bones",0,Orgil,kg,6200
43985.00,"Reserve meat, goat w/bones",0,Sansar,kg,6200
43985.00,"Reserve meat, goat w/bones",0,Saruul,kg,
43985.00,"Reserve meat, goat w/bones",0,Tavan Erdene,kg,
43985.00,"Reserve meat, mutton w/bones",0,Bars,kg,
43985.00,"Reserve meat, mutton w/bones",0,Bayanzurkh,kg,
43985.00,"Reserve meat, mutton w/bones",0,Bumbugur,kg,
43985.00,"Reserve meat, mutton w/bones",0,Emart,kg,6700
43985.00,"Reserve meat, mutton w/bones",0,Kharkhorin,kg,
43985.00,"Reserve meat, mutton w/bones",0,Khuchit Shonkhor,kg,
43985.00,"Reserve meat, mutton w/bones",0,Max/M Mart,kg,
43985.00,"Reserve meat, mutton w/bones",0,Mercury/Ikh Nayad,kg,
43985.00,"Reserve meat, mutton w/bones",0,Nomin,kg,6700
43985.00,"Reserve meat, mutton w/bones",0,Orgil,kg,6700
43985.00,"Reserve meat, mutton w/bones",0,Sansar,kg,6700
43985.00,"Reserve meat, mutton w/bones",0,Saruul,kg,
43985.00,"Reserve meat, mutton w/bones",0,Tavan Erdene,kg,
43985.00,"Round Bread, Czech Style",0,Bars,each,1650
43985.00,"Round Bread, Czech Style",0,Bayanzurkh,each,1600
43985.00,"Round Bread, Czech Style",0,Bumbugur,each,1600
43985.00,"Round Bread, Czech Style",0,Emart,each,1580
43985.00,"Round Bread, Czech Style",0,Kharkhorin,each,1500
43985.00,"Round Bread, Czech Style",0,Khuchit Shonkhor,each,1500
43985.00,"Round Bread, Czech Style",0,Max/M Mart,each,1610
43985.00,"Round Bread, Czech Style",0,Mercury/Ikh Nayad,each,1600
43985.00,"Round Bread, Czech Style",0,Nomin,each,1559
43985.00,"Round Bread, Czech Style",0,Orgil,each,1600
43985.00,"Round Bread, Czech Style",0,Sansar,each,1450
43985.00,"Round Bread, Czech Style",0,Saruul,each,
43985.00,"Round Bread, Czech Style",0,Tavan Erdene,each,1650
43985.00,Sugar,0,Bars,kg,2600
43985.00,Sugar,0,Bayanzurkh,kg,2750
43985.00,Sugar,0,Bumbugur,kg,2750
43985.00,Sugar,0,Emart,kg,
43985.00,Sugar,0,Kharkhorin,kg,2600
43985.00,Sugar,0,Khuchit Shonkhor,kg,2700
43985.00,Sugar,0,Max/M Mart,kg,2740
43985.00,Sugar,0,Mercury/Ikh Nayad,kg,
43985.00,Sugar,0,Nomin,kg,2749
43985.00,Sugar,0,Orgil,kg,
43985.00,Sugar,0,Sansar,kg,
43985.00,Sugar,0,Saruul,kg,
43985.00,Sugar,0,Tavan Erdene,kg,3000
43985.00,"Suu Brand Milk, 0.5l",0,Bars,liter,1200
43985.00,"Suu Brand Milk, 0.5l",0,Bayanzurkh,liter,1200
43985.00,"Suu Brand Milk, 0.5l",0,Bumbugur,liter,1200
43985.00,"Suu Brand Milk, 0.5l",0,Emart,liter,1400
43985.00,"Suu Brand Milk, 0.5l",0,Kharkhorin,liter,1200
43985.00,"Suu Brand Milk, 0.5l",0,Khuchit Shonkhor,liter,1100
43985.00,"Suu Brand Milk, 0.5l",0,Max/M Mart,liter,1210
43985.00,"Suu Brand Milk, 0.5l",0,Mercury/Ikh Nayad,liter,1300
43985.00,"Suu Brand Milk, 0.5l",0,Nomin,liter,1209
43985.00,"Suu Brand Milk, 0.5l",0,Orgil,liter,1210
43985.00,"Suu Brand Milk, 0.5l",0,Sansar,liter,1210
43985.00,"Suu Brand Milk, 0.5l",0,Saruul,liter,
43985.00,"Suu Brand Milk, 0.5l",0,Tavan Erdene,liter,1200
43985.00,"Suu Brand Milk, 1l",0,Bars,liter,2600
43985.00,"Suu Brand Milk, 1l",0,Bayanzurkh,liter,2700
43985.00,"Suu Brand Milk, 1l",0,Bumbugur,liter,2600
43985.00,"Suu Brand Milk, 1l",0,Emart,liter,2790
43985.00,"Suu Brand Milk, 1l",0,Kharkhorin,liter,2700
43985.00,"Suu Brand Milk, 1l",0,Khuchit Shonkhor,liter,2600
43985.00,"Suu Brand Milk, 1l",0,Max/M Mart,liter,2750
43985.00,"Suu Brand Milk, 1l",0,Mercury/Ikh Nayad,liter,2900
43985.00,"Suu Brand Milk, 1l",0,Nomin,liter,2749
43985.00,"Suu Brand Milk, 1l",0,Orgil,liter,2640
43985.00,"Suu Brand Milk, 1l",0,Sansar,liter,2750
43985.00,"Suu Brand Milk, 1l",0,Saruul,liter,
43985.00,"Suu Brand Milk, 1l",0,Tavan Erdene,liter,2700
43985.00,Vegatable Oil,0,Bars,1 liter,3500
43985.00,Vegatable Oil,0,Bayanzurkh,1 liter,3200
43985.00,Vegatable Oil,0,Bumbugur,1 liter,3200
43985.00,Vegatable Oil,0,Emart,1 liter,3750
43985.00,Vegatable Oil,0,Kharkhorin,1 liter,3300
43985.00,Vegatable Oil,0,Khuchit Shonkhor,1 liter,3200
43985.00,Vegatable Oil,0,Max/M Mart,1 liter,4090
43985.00,Vegatable Oil,0,Mercury/Ikh Nayad,1 liter,
43985.00,Vegatable Oil,0,Nomin,1 liter,3749
43985.00,Vegatable Oil,0,Orgil,1 liter,3750
43985.00,Vegatable Oil,0,Sansar,1 liter,3600
43985.00,Vegatable Oil,0,Saruul,1 liter,
43985.00,Vegatable Oil,0,Tavan Erdene,1 liter,3500
43985.00,White Rice,0,Bars,kg,3600
43985.00,White Rice,0,Bayanzurkh,kg,3400
43985.00,White Rice,0,Bumbugur,kg,3200
43985.00,White Rice,0,Emart,kg,
43985.00,White Rice,0,Kharkhorin,kg,3400
43985.00,White Rice,0,Khuchit Shonkhor,kg,3200
43985.00,White Rice,0,Max/M Mart,kg,4050
43985.00,White Rice,0,Mercury/Ikh Nayad,kg,
43985.00,White Rice,0,Nomin,kg,3919
43985.00,White Rice,0,Orgil,kg,
43985.00,White Rice,0,Sansar,kg,4010
43985.00,White Rice,0,Saruul,kg,
43985.00,White Rice,0,Tavan Erdene,kg,3800
43985.00,Yellow Rice,0,Bars,kg,3000
43985.00,Yellow Rice,0,Bayanzurkh,kg,2800
43985.00,Yellow Rice,0,Bumbugur,kg,2500
43985.00,Yellow Rice,0,Emart,kg,
43985.00,Yellow Rice,0,Kharkhorin,kg,3000
43985.00,Yellow Rice,0,Khuchit Shonkhor,kg,2500
43985.00,Yellow Rice,0,Max/M Mart,kg,
43985.00,Yellow Rice,0,Mercury/Ikh Nayad,kg,
43985.00,Yellow Rice,0,Nomin,kg,
43985.00,Yellow Rice,0,Orgil,kg,
43985.00,Yellow Rice,0,Sansar,kg,
43985.00,Yellow Rice,0,Saruul,kg,
43985.00,Yellow Rice,0,Tavan Erdene,kg,3000
43985.00,Yogurt,0,Bars,liter,2500
43985.00,Yogurt,0,Bayanzurkh,liter,2400
43985.00,Yogurt,0,Bumbugur,liter,2600
43985.00,Yogurt,0,Emart,liter,2480
43985.00,Yogurt,0,Kharkhorin,liter,2500
43985.00,Yogurt,0,Khuchit Shonkhor,liter,2400
43985.00,Yogurt,0,Max/M Mart,liter,2420
43985.00,Yogurt,0,Mercury/Ikh Nayad,liter,2800
43985.00,Yogurt,0,Nomin,liter,
43985.00,Yogurt,0,Orgil,liter,2420
43985.00,Yogurt,0,Sansar,liter,2420
43985.00,Yogurt,0,Saruul,liter,
43985.00,Yogurt,0,Tavan Erdene,liter,2600
43992.00,"Altan Taria Flour, First Grade",1,Bars,kg,1100
43992.00,"Altan Taria Flour, First Grade",1,Bayanzurkh,kg,1200
43992.00,"Altan Taria Flour, First Grade",1,Bumbugur,kg,1100
43992.00,"Altan Taria Flour, First Grade",1,Emart,kg,1185
43992.00,"Altan Taria Flour, First Grade",1,Kharkhorin,kg,1200
43992.00,"Altan Taria Flour, First Grade",1,Khuchit Shonkhor,kg,1100
43992.00,"Altan Taria Flour, First Grade",1,Max/M Mart,kg,1217
43992.00,"Altan Taria Flour, First Grade",1,Mercury/Ikh Nayad,kg,
43992.00,"Altan Taria Flour, First Grade",1,Nomin,kg,1060
43992.00,"Altan Taria Flour, First Grade",1,Orgil,kg,1190
43992.00,"Altan Taria Flour, First Grade",1,Sansar,kg,1193
43992.00,"Altan Taria Flour, First Grade",1,Saruul,kg,
43992.00,"Altan Taria Flour, First Grade",1,Tavan Erdene,kg,1200
43992.00,"Altan Taria Flour, High Grade",0,Bars,kg,1350
43992.00,"Altan Taria Flour, High Grade",0,Bayanzurkh,kg,1400
43992.00,"Altan Taria Flour, High Grade",0,Bumbugur,kg,1350
43992.00,"Altan Taria Flour, High Grade",0,Emart,kg,1448
43992.00,"Altan Taria Flour, High Grade",0,Kharkhorin,kg,1400
43992.00,"Altan Taria Flour, High Grade",0,Khuchit Shonkhor,kg,1400
43992.00,"Altan Taria Flour, High Grade",0,Max/M Mart,kg,1470
43992.00,"Altan Taria Flour, High Grade",0,Mercury/Ikh Nayad,kg,
43992.00,"Altan Taria Flour, High Grade",0,Nomin,kg,1390
43992.00,"Altan Taria Flour, High Grade",0,Orgil,kg,1440
43992.00,"Altan Taria Flour, High Grade",0,Sansar,kg,1441
43992.00,"Altan Taria Flour, High Grade",0,Saruul,kg,
43992.00,"Altan Taria Flour, High Grade",0,Tavan Erdene,kg,1500
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Bars,kg,1100
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Bayanzurkh,kg,1200
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Bumbugur,kg,1100
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Emart,kg,1220
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Kharkhorin,kg,1200
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Khuchit Shonkhor,kg,1100
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Max/M Mart,kg,1240
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Mercury/Ikh Nayad,kg,
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Nomin,kg,1179
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Orgil,kg,1200
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Sansar,kg,1220
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Saruul,kg,1400
43992.00,"Altan Taria Packaged Flour, 1st Grade",0,Tavan Erdene,kg,1200
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Bars,kg,900
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Bayanzurkh,kg,900
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Bumbugur,kg,950
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Emart,kg,910
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Kharkhorin,kg,900
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Khuchit Shonkhor,kg,900
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Max/M Mart,kg,940
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Mercury/Ikh Nayad,kg,
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Nomin,kg,
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Orgil,kg,910
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Sansar,kg,920
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Saruul,kg,1100
43992.00,"Altan Taria Packaged Flour, 2nd Grade",0,Tavan Erdene,kg,900
43992.00,"Altan Taria Packaged Flour, High Grade",0,Bars,kg,1350
43992.00,"Altan Taria Packaged Flour, High Grade",0,Bayanzurkh,kg,1400
43992.00,"Altan Taria Packaged Flour, High Grade",0,Bumbugur,kg,1350
43992.00,"Altan Taria Packaged Flour, High Grade",0,Emart,kg,1480
43992.00,"Altan Taria Packaged Flour, High Grade",0,Kharkhorin,kg,1400
43992.00,"Altan Taria Packaged Flour, High Grade",0,Khuchit Shonkhor,kg,1400
43992.00,"Altan Taria Packaged Flour, High Grade",0,Max/M Mart,kg,1490
43992.00,"Altan Taria Packaged Flour, High Grade",0,Mercury/Ikh Nayad,kg,
43992.00,"Altan Taria Packaged Flour, High Grade",0,Nomin,kg,1419
43992.00,"Altan Taria Packaged Flour, High Grade",0,Orgil,kg,1450
43992.00,"Altan Taria Packaged Flour, High Grade",0,Sansar,kg,1460
43992.00,"Altan Taria Packaged Flour, High Grade",0,Saruul,kg,1600
43992.00,"Altan Taria Packaged Flour, High Grade",0,Tavan Erdene,kg,1500
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Bars,kg,2200
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Bayanzurkh,kg,2200
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Bumbugur,kg,2100
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Emart,kg,2220
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Kharkhorin,kg,2000
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Khuchit Shonkhor,kg,2000
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Max/M Mart,kg,
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Mercury/Ikh Nayad,kg,
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Nomin,kg,2149
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Orgil,kg,2200
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Sansar,kg,2220
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Saruul,kg,
43992.00,"Altan Taria Packaged Flour, Top Grade",0,Tavan Erdene,kg,2200
43992.00,"Apple, Fuji",0,Bars,kg,4000
43992.00,"Apple, Fuji",0,Bayanzurkh,kg,4500
43992.00,"Apple, Fuji",0,Bumbugur,kg,4500
43992.00,"Apple, Fuji",0,Emart,kg,
43992.00,"Apple, Fuji",0,Kharkhorin,kg,4000
43992.00,"Apple, Fuji",0,Khuchit Shonkhor,kg,4000
43992.00,"Apple, Fuji",0,Max/M Mart,kg,4200
43992.00,"Apple, Fuji",0,Mercury/Ikh Nayad,kg,
43992.00,"Apple, Fuji",0,Nomin,kg,4199
43992.00,"Apple, Fuji",0,Orgil,kg,
43992.00,"Apple, Fuji",0,Sansar,kg,4500
43992.00,"Apple, Fuji",0,Saruul,kg,
43992.00,"Apple, Fuji",0,Tavan Erdene,kg,4300
43992.00,Atar Brand Bread,0,Bars,each,1300
43992.00,Atar Brand Bread,0,Bayanzurkh,each,1320
43992.00,Atar Brand Bread,0,Bumbugur,each,1300
43992.00,Atar Brand Bread,0,Emart,each,1310
43992.00,Atar Brand Bread,0,Kharkhorin,each,1300
43992.00,Atar Brand Bread,0,Khuchit Shonkhor,each,1300
43992.00,Atar Brand Bread,0,Max/M Mart,each,1330
43992.00,Atar Brand Bread,0,Mercury/Ikh Nayad,each,
43992.00,Atar Brand Bread,0,Nomin,each,1199
43992.00,Atar Brand Bread,0,Orgil,each,1200
43992.00,Atar Brand Bread,0,Sansar,each,1320
43992.00,Atar Brand Bread,0,Saruul,each,1300
43992.00,Atar Brand Bread,0,Tavan Erdene,each,1300
43992.00,Beef Boneless,0,Bars,kg,15000
43992.00,Beef Boneless,0,Bayanzurkh,kg,14000
43992.00,Beef Boneless,0,Bumbugur,kg,16000
43992.00,Beef Boneless,0,Emart,kg,17600
43992.00,Beef Boneless,0,Kharkhorin,kg,12500
43992.00,Beef Boneless,0,Khuchit Shonkhor,kg,13000
43992.00,Beef Boneless,0,Max/M Mart,kg,14350
43992.00,Beef Boneless,0,Mercury/Ikh Nayad,kg,
43992.00,Beef Boneless,0,Nomin,kg,15699
43992.00,Beef Boneless,0,Orgil,kg,
43992.00,Beef Boneless,0,Sansar,kg,
43992.00,Beef Boneless,0,Saruul,kg,17500
43992.00,Beef Boneless,0,Tavan Erdene,kg,16000
43992.00,Beef w/Bones,0,Bars,kg,13000
43992.00,Beef w/Bones,0,Bayanzurkh,kg,12000
43992.00,Beef w/Bones,0,Bumbugur,kg,13000
43992.00,Beef w/Bones,0,Emart,kg,13300
43992.00,Beef w/Bones,0,Kharkhorin,kg,10800
43992.00,Beef w/Bones,0,Khuchit Shonkhor,kg,11000
43992.00,Beef w/Bones,0,Max/M Mart,kg,13000
43992.00,Beef w/Bones,0,Mercury/Ikh Nayad,kg,
43992.00,Beef w/Bones,0,Nomin,kg,12599
43992.00,Beef w/Bones,0,Orgil,kg,
43992.00,Beef w/Bones,0,Sansar,kg,
43992.00,Beef w/Bones,0,Saruul,kg,15500
43992.00,Beef w/Bones,0,Tavan Erdene,kg,12800
43992.00,"Beet, Mongolian",0,Bars,kg,3200
43992.00,"Beet, Mongolian",0,Bayanzurkh,kg,3200
43992.00,"Beet, Mongolian",0,Bumbugur,kg,3200
43992.00,"Beet, Mongolian",0,Emart,kg,
43992.00,"Beet, Mongolian",0,Kharkhorin,kg,3000
43992.00,"Beet, Mongolian",0,Khuchit Shonkhor,kg,3200
43992.00,"Beet, Mongolian",0,Max/M Mart,kg,
43992.00,"Beet, Mongolian",0,Mercury/Ikh Nayad,kg,
43992.00,"Beet, Mongolian",0,Nomin,kg,
43992.00,"Beet, Mongolian",0,Orgil,kg,
43992.00,"Beet, Mongolian",0,Sansar,kg,
43992.00,"Beet, Mongolian",0,Saruul,kg,3500
43992.00,"Beet, Mongolian",0,Tavan Erdene,kg,3000
43992.00,Brown Bread,0,Bars,300 g,1100
43992.00,Brown Bread,0,Bayanzurkh,300 g,1100
43992.00,Brown Bread,0,Bumbugur,300 g,1100
43992.00,Brown Bread,0,Emart,300 g,1110
43992.00,Brown Bread,0,Kharkhorin,300 g,1100
43992.00,Brown Bread,0,Khuchit Shonkhor,300 g,1100
43992.00,Brown Bread,0,Max/M Mart,300 g,1110
43992.00,Brown Bread,0,Mercury/Ikh Nayad,300 g,
43992.00,Brown Bread,0,Nomin,300 g,1149
43992.00,Brown Bread,0,Orgil,300 g,1190
43992.00,Brown Bread,0,Sansar,300 g,1100
43992.00,Brown Bread,0,Saruul,300 g,1100
43992.00,Brown Bread,0,Tavan Erdene,300 g,1100
43992.00,"Butter, Suu LTD",0,Bars,kg,4000
43992.00,"Butter, Suu LTD",0,Bayanzurkh,kg,4000
43992.00,"Butter, Suu LTD",0,Bumbugur,kg,
43992.00,"Butter, Suu LTD",0,Emart,kg,
43992.00,"Butter, Suu LTD",0,Kharkhorin,kg,
43992.00,"Butter, Suu LTD",0,Khuchit Shonkhor,kg,4000
43992.00,"Butter, Suu LTD",0,Max/M Mart,kg,3740
43992.00,"Butter, Suu LTD",0,Mercury/Ikh Nayad,kg,
43992.00,"Butter, Suu LTD",0,Nomin,kg,3279
43992.00,"Butter, Suu LTD",0,Orgil,kg,3740
43992.00,"Butter, Suu LTD",0,Sansar,kg,
43992.00,"Butter, Suu LTD",0,Saruul,kg,
43992.00,"Butter, Suu LTD",0,Tavan Erdene,kg,
43992.00,"Cabbage, Mongolian",0,Bars,kg,3500
43992.00,"Cabbage, Mongolian",0,Bayanzurkh,kg,3500
43992.00,"Cabbage, Mongolian",0,Bumbugur,kg,2500
43992.00,"Cabbage, Mongolian",0,Emart,kg,1790
43992.00,"Cabbage, Mongolian",0,Kharkhorin,kg,2500
43992.00,"Cabbage, Mongolian",0,Khuchit Shonkhor,kg,2500
43992.00,"Cabbage, Mongolian",0,Max/M Mart,kg,
43992.00,"Cabbage, Mongolian",0,Mercury/Ikh Nayad,kg,
43992.00,"Cabbage, Mongolian",0,Nomin,kg,2499
43992.00,"Cabbage, Mongolian",0,Orgil,kg,2200
43992.00,"Cabbage, Mongolian",0,Sansar,kg,1900
43992.00,"Cabbage, Mongolian",0,Saruul,kg,5000
43992.00,"Cabbage, Mongolian",0,Tavan Erdene,kg,2500
43992.00,"Carrot, Mongolian",0,Bars,kg,2200
43992.00,"Carrot, Mongolian",0,Bayanzurkh,kg,2000
43992.00,"Carrot, Mongolian",0,Bumbugur,kg,2000
43992.00,"Carrot, Mongolian",0,Emart,kg,1450
43992.00,"Carrot, Mongolian",0,Kharkhorin,kg,2000
43992.00,"Carrot, Mongolian",0,Khuchit Shonkhor,kg,2000
